variable,year,month,region,value,date,clim,anomaly,rolling_12
tmean,2017,5,Caribe,25.898152928722592,2017-05-01,25.57229132916436,0.32586159955823035,0.36084124888956026
tmean,2017,6,Caribe,25.993004806606333,2017-06-01,25.729532158062987,0.2634726485433454,0.3549240014011561
tmean,2017,7,Caribe,26.463219504874505,2017-07-01,25.83176428399468,0.6314552208798254,0.3867962365477962
tmean,2017,8,Caribe,26.128623858227396,2017-08-01,25.78141099631766,0.34721286190973544,0.35883759744861354
tmean,2017,9,Caribe,26.044245013679753,2017-09-01,25.324772769158542,0.7194722445212101,0.38248977968877246
tmean,2017,10,Caribe,25.87182262435643,2017-10-01,24.86399261068323,1.0078300136731997,0.4629005390643168
tmean,2017,11,Caribe,25.251520777858083,2017-11-01,24.685702504269383,0.5658182735887003,0.507806348908075
tmean,2017,12,Caribe,25.771552824267935,2017-12-01,25.062471426957135,0.7090813973108006,0.5557256759215571
tmean,2018,1,Caribe,25.774360255357198,2018-01-01,25.69052473665928,0.08383551869791717,0.5471579814763535
tmean,2018,2,Caribe,26.874397793408217,2018-02-01,26.51460068072299,0.3597971126852286,0.508207158433585
tmean,2018,3,Caribe,27.294098866889193,2018-03-01,26.52694804895896,0.7671508179302329,0.5667836035257
tmean,2018,4,Caribe,26.096236812732197,2018-04-01,25.960166046773757,0.13607076595843992,0.4930882062714055
tmean,2018,5,Caribe,25.48527993745464,2018-05-01,25.57229132916436,-0.08701139170972283,0.45868212366574274
tmean,2018,6,Caribe,26.18951582700156,2018-06-01,25.729532158062987,0.45998366893857323,0.4750580420320117
tmean,2018,7,Caribe,26.52676116515623,2018-07-01,25.83176428399468,0.6949968811615506,0.48035318038882213
tmean,2018,8,Caribe,26.653504920344623,2018-08-01,25.78141099631766,0.872093924026963,0.5240932688985911
tmean,2018,9,Caribe,25.76099828430032,2018-09-01,25.324772769158542,0.43622551514177843,0.5004893747836384
tmean,2018,10,Caribe,25.168082664044547,2018-10-01,24.86399261068323,0.30409005336131756,0.4418443780909816
tmean,2018,11,Caribe,25.623318183117675,2018-11-01,24.685702504269383,0.9376156788482923,0.47282749519594763
tmean,2018,12,Caribe,26.234846993782444,2018-12-01,25.062471426957135,1.172375566825309,0.51143534265549
tmean,2019,1,Caribe,26.866746424260477,2019-01-01,25.69052473665928,1.1762216876011955,0.6024675233974298
tmean,2019,2,Caribe,27.624648208868688,2019-02-01,26.51460068072299,1.1100475281456994,0.6649883913524691
tmean,2019,3,Caribe,27.442954012687238,2019-03-01,26.52694804895896,0.9160059637282778,0.6773929868356395
tmean,2019,4,Caribe,26.970111953522036,2019-04-01,25.960166046773757,1.0099459067482783,0.7502159152347927
tmean,2019,5,Caribe,26.2773050235888,2019-05-01,25.57229132916436,0.7050136944244372,0.8162180057459727
tmean,2019,6,Caribe,26.668392678787722,2019-06-01,25.729532158062987,0.9388605207247345,0.8561244100614861
tmean,2019,7,Caribe,26.904218716087666,2019-07-01,25.83176428399468,1.0724544320929859,0.8875792059724391
tmean,2019,8,Caribe,27.13537782554188,2019-08-01,25.78141099631766,1.3539668292242197,0.9277352814055438
tmean,2019,9,Caribe,26.36829583893551,2019-09-01,25.324772769158542,1.0435230697769668,0.9783434109584762
tmean,2019,10,Caribe,25.31334872099299,2019-10-01,24.86399261068323,0.4493561103097612,0.9904489157041798
tmean,2019,11,Caribe,25.79155834466876,2019-11-01,24.685702504269383,1.1058558403993786,1.0044689291667703
tmean,2019,12,Caribe,26.418112255688253,2019-12-01,25.062471426957135,1.3556408287311186,1.0197410343255877
tmean,2020,1,Caribe,26.78594912837358,2020-01-01,25.69052473665928,1.0954243917142996,1.0130079263350131
tmean,2020,2,Caribe,27.934121461937597,2020-02-01,26.51460068072299,1.419520781214608,1.0387973640907555
tmean,2020,3,Caribe,28.130470166774376,2020-03-01,26.52694804895896,1.603522117815416,1.0960903769313504
tmean,2020,4,Caribe,27.360288280393245,2020-04-01,25.960166046773757,1.4001222336194878,1.1286050708372846
tmean,2020,5,Caribe,26.98876928779139,2020-05-01,25.57229132916436,1.416477958627027,1.1878937595208336
tmean,2020,6,Caribe,26.075648760698513,2020-06-01,25.729532158062987,0.3461166026355258,1.1384984330133996
tmean,2020,7,Caribe,25.86999292068963,2020-07-01,25.83176428399468,0.03822863669494936,1.0523129500635633
tmean,2020,8,Caribe,25.885439259387223,2020-08-01,25.78141099631766,0.10402826306956214,0.9481514028840085
tmean,2020,9,Caribe,25.52790628220012,2020-09-01,25.324772769158542,0.20313351304157834,0.878118939822726
tmean,2020,10,Caribe,25.3968294553682,2020-10-01,24.86399261068323,0.5328368446849687,0.8850756676873267
